,Drug,#,%,(,),+,-,.,/,0,1,2,3,4,5,6,7,8,9,=,@,A,B,C,F,H,I,K,L,M,N,O,P,S,W,Z,[,\,],a,b,c,e,g,i,l,n,o,r,s,t,u,target
11566,Cc1ccc(S(=O)(=O)N[C@H]2COC(=O)[C@@H](C)COC(=O)[C@H](C)NC(=O)C/C=C\[C@H]2C)cc1,0,0,8,8,0,0,0,1,0,2,2,0,0,0,0,0,0,0,6,5,0,0,16,0,4,0,0,0,0,2,7,0,1,0,0,4,1,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11567,CSCC[C@@H]1NC(=O)C/C=C\[C@@H](C)COC(=O)[C@@H](C)COC1=O,0,0,4,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,6,0,0,16,0,3,0,0,0,0,1,5,0,1,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11568,CO[C@H]1COC(=O)[C@@H](C)COC(=O)[C@@H](COCc2ccccc2)NC(=O)C/C=C\[C@H]1C,0,0,5,5,0,0,0,1,0,2,2,0,0,0,0,0,0,0,4,6,0,0,17,0,4,0,0,0,0,1,7,0,0,0,0,4,1,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11569,CO[C@H]1COC(=O)[C@H](C)COC(=O)[C@@H](OCc2ccccc2)/C=C\[C@@H]1C,0,0,4,4,0,0,0,1,0,2,2,0,0,0,0,0,0,0,3,6,0,0,14,0,4,0,0,0,0,0,6,0,0,0,0,4,1,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11570,Cc1ccc(S(=O)(=O)N[C@H]2COC(=O)[C@H](C)COC(=O)[C@H](C)NC(=O)C/C=C\[C@H]2C)cc1,0,0,8,8,0,0,0,1,0,2,2,0,0,0,0,0,0,0,6,4,0,0,16,0,4,0,0,0,0,2,7,0,1,0,0,4,1,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11571,CSCC[C@@H]1NC(=O)C/C=C\[C@@H](C)COC(=O)[C@H](C)COC1=O,0,0,4,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,5,0,0,16,0,3,0,0,0,0,1,5,0,1,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11572,CO[C@H]1COC(=O)C/C=C\[C@H](C)COC(=O)[C@@H](OCc2ccccc2)/C=C\[C@@H]1C,0,0,4,4,0,0,0,2,0,2,2,0,0,0,0,0,0,0,4,6,0,0,17,0,4,0,0,0,0,0,6,0,0,0,0,4,2,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11573,Cc1ccc(S(=O)(=O)N[C@@H]2COC(=O)C/C=C\[C@H](C)COC(=O)N[C@@H](C)C(=O)C/C=C\[C@H]2C)cc1,0,0,8,8,0,0,0,2,0,2,2,0,0,0,0,0,0,0,7,6,0,0,19,0,4,0,0,0,0,2,7,0,1,0,0,4,2,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11574,CO[C@H]1COC(=O)[C@H](C)NC(=O)C/C=C\[C@@H](C)[C@@H](NS(=O)(=O)c2ccc(C)cc2)COC(=O)C/C=C\[C@@H]1C,0,0,9,9,0,0,0,2,0,2,2,0,0,0,0,0,0,0,7,8,0,0,21,0,5,0,0,0,0,2,8,0,1,0,0,5,2,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11575,CO[C@H]1COC(=O)[C@H](C)NC(=O)C/C=C\[C@@H](C)[C@@H](NS(=O)(=O)c2ccc(C)cc2)COC(=O)[C@H](OCc2ccccc2)/C=C\[C@@H]1C,0,0,10,10,0,0,0,2,0,2,4,0,0,0,0,0,0,0,7,9,0,0,22,0,6,0,0,0,0,2,9,0,1,0,0,6,2,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0
11576,CO[C@H]1COC(=O)[C@@H](CCSC)NC(=O)C/C=C\[C@@H](C)COC(=O)[C@@H](OCc2ccccc2)/C=C\[C@@H]1C,0,0,6,6,0,0,0,2,0,2,2,0,0,0,0,0,0,0,5,9,0,0,22,0,5,0,0,0,0,1,7,0,1,0,0,5,2,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11577,C[C@H]1COC(=O)[C@H]2CCCN2C(=O)[C@@H](C)COC(=O)[C@H]2CCCN2C1=O,0,0,4,4,0,0,0,0,0,2,4,0,0,0,0,0,0,0,4,5,0,0,18,0,4,0,0,0,0,2,6,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11578,CO[C@H]1COC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](C)COC(=O)C/C=C\[C@@H]1C,0,0,5,5,0,0,0,1,0,2,2,0,0,0,0,0,0,0,4,7,0,0,16,0,4,0,0,0,0,1,6,0,0,0,0,4,1,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11579,CO[C@@H]1COC(=O)[C@H](C)NC(=O)C/C=C\[C@@H](C)[C@@H](NS(=O)(=O)c2ccc(C)cc2)COC(=O)C/C=C\[C@@H]1C,0,0,9,9,0,0,0,2,0,2,2,0,0,0,0,0,0,0,7,9,0,0,21,0,5,0,0,0,0,2,8,0,1,0,0,5,2,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11580,CO[C@@H]1COC(=O)C/C=C\[C@@H](C)[C@H](OC)COC(=O)C/C=C\[C@H]1C,0,0,4,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4,6,0,0,18,0,4,0,0,0,0,0,6,0,0,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11581,Cc1ccc(S(=O)(=O)N[C@@H]2COC(=O)C/C=C\[C@@H](C)[C@@H](NS(=O)(=O)c3ccc(C)cc3)COC(=O)C/C=C\[C@H]2C)cc1,0,0,10,10,0,0,0,2,0,2,2,2,0,0,0,0,0,0,8,7,0,0,18,0,4,0,0,0,0,2,8,0,2,0,0,4,2,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0
11582,CO[C@@H]1COC(=O)[C@H]2CCCN2C(=O)C/C=C\[C@@H](C)[C@H](OC)COC(=O)[C@H]2CCCN2C(=O)C/C=C\[C@H]1C,0,0,6,6,0,0,0,2,0,2,4,0,0,0,0,0,0,0,6,8,0,0,28,0,6,0,0,0,0,2,8,0,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11583,CO[C@H]1COC(=O)C/C=C\[C@H](C)[C@@H](OC)COC(=O)C/C=C\[C@@H]1C,0,0,4,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4,6,0,0,18,0,4,0,0,0,0,0,6,0,0,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11584,CO[C@H]1COC(=O)[C@@H](OCc2ccccc2)/C=C\[C@H](C)[C@@H](OC)COC(=O)[C@H](OCc2ccccc2)/C=C\[C@@H]1C,0,0,6,6,0,0,0,2,0,2,4,0,0,0,0,0,0,0,4,9,0,0,20,0,6,0,0,0,0,0,8,0,0,0,0,6,2,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0
11585,C[C@@H]1/C=C\CC(=O)OC[C@H]2O[C@@H](C=C[C@@H]2O)[C@H](C)/C=C\CC(=O)OC[C@H]2O[C@H]1C=C[C@@H]2O,0,0,4,4,0,0,0,2,0,2,4,0,0,0,0,0,0,0,6,12,0,0,24,0,8,0,0,0,0,0,8,0,0,0,0,8,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11586,C[C@@H]1NC(=O)C/C=C\[C@@H](C)[C@@H]2C=C[C@H](O)[C@@H](COC(=O)[C@H](C)NC(=O)C/C=C\[C@@H](C)[C@@H]3C=C[C@H](O)[C@@H](COC1=O)O3)O2,0,0,10,10,0,0,0,2,0,2,2,2,0,0,0,0,0,0,8,17,0,0,30,0,10,0,0,0,0,2,10,0,0,0,0,10,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11587,C[C@H]1COC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](C)COC(=O)[C@H](Cc2ccccc2)NC1=O,0,0,6,6,0,0,0,0,0,2,4,0,0,0,0,0,0,0,4,5,0,0,14,0,4,0,0,0,0,2,6,0,0,0,0,4,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0
11588,CSCC[C@@H]1NC(=O)C/C=C\[C@@H](C)COC(=O)[C@@H](CCSC)NC(=O)C/C=C\[C@@H](C)COC1=O,0,0,6,6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,6,8,0,0,24,0,4,0,0,0,0,2,6,0,2,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11589,CO[C@@H]1COC(=O)[C@H](COCc2ccccc2)NC(=O)C/C=C\[C@@H](C)[C@H](OC)COC(=O)[C@H](COCc2ccccc2)NC(=O)C/C=C\[C@H]1C,0,0,8,8,0,0,0,2,0,2,4,0,0,0,0,0,0,0,6,8,0,0,26,0,6,0,0,0,0,2,10,0,0,0,0,6,2,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0
11590,CO[C@H]1COC(=O)C/C=C\[C@H](C)[C@@H](OC)COC(=O)[C@H](Cc2ccccc2)NC(=O)C/C=C\[C@@H]1C,0,0,6,6,0,0,0,2,0,2,2,0,0,0,0,0,0,0,5,7,0,0,21,0,5,0,0,0,0,1,7,0,0,0,0,5,2,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11591,CO[C@@H]1COC(=O)C/C=C\[C@@H](C)COC(=O)[C@H](Cc2ccccc2)NC(=O)C/C=C\[C@H]1C,0,0,5,5,0,0,0,2,0,2,2,0,0,0,0,0,0,0,5,6,0,0,19,0,4,0,0,0,0,1,6,0,0,0,0,4,2,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11592,CO[C@H]1COC(=O)[C@@H](C)COC(=O)[C@@H](Cc2ccccc2)NC(=O)C/C=C\[C@H]1C,0,0,5,5,0,0,0,1,0,2,2,0,0,0,0,0,0,0,4,6,0,0,16,0,4,0,0,0,0,1,6,0,0,0,0,4,1,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11593,CO[C@H]1COC(=O)[C@H](C)COC(=O)[C@@H](Cc2ccccc2)NC(=O)C/C=C\[C@H]1C,0,0,5,5,0,0,0,1,0,2,2,0,0,0,0,0,0,0,4,5,0,0,16,0,4,0,0,0,0,1,6,0,0,0,0,4,1,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11594,CO[C@@H]1COC(=O)C/C=C\[C@H](C)COC(=O)[C@H](Cc2ccccc2)NC(=O)C/C=C\[C@H]1C,0,0,5,5,0,0,0,2,0,2,2,0,0,0,0,0,0,0,5,5,0,0,19,0,4,0,0,0,0,1,6,0,0,0,0,4,2,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11595,CO[C@@H]1COC(=O)C/C=C\[C@H](C)[C@@H](OC)COC(=O)[C@H](Cc2ccccc2)NC(=O)C/C=C\[C@H]1C,0,0,6,6,0,0,0,2,0,2,2,0,0,0,0,0,0,0,5,7,0,0,21,0,5,0,0,0,0,1,7,0,0,0,0,5,2,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11596,CO[C@@H]1COC(=O)C/C=C\[C@H](C)[C@@H](OC)COC(=O)[C@@H](C)NC(=O)C/C=C\[C@H]1C,0,0,6,6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,5,8,0,0,21,0,5,0,0,0,0,1,7,0,0,0,0,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11597,CO[C@H]1COC(=O)C/C=C\[C@@H](C)COC(=O)[C@@H](C)NC(=O)C/C=C\[C@@H]1C,0,0,5,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,5,7,0,0,19,0,4,0,0,0,0,1,6,0,0,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11598,CO[C@@H]1COC(=O)[C@@H](C)COC(=O)[C@@H](C)NC(=O)C/C=C\[C@@H]1C,0,0,5,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,8,0,0,16,0,4,0,0,0,0,1,6,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11599,CO[C@H]1COC(=O)C/C=C\[C@H](C)COC(=O)[C@@H](C)NC(=O)C/C=C\[C@@H]1C,0,0,5,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,5,6,0,0,19,0,4,0,0,0,0,1,6,0,0,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11600,CO[C@H]1COC(=O)C/C=C\[C@H](C)[C@@H](OC)COC(=O)[C@@H](C)NC(=O)C/C=C\[C@@H]1C,0,0,6,6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,5,8,0,0,21,0,5,0,0,0,0,1,7,0,0,0,0,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11601,CO[C@@H]1COC(=O)C/C=C\[C@@H](C)[C@@H]2C=C[C@H](O)[C@@H](COC(=O)[C@H](C)NC(=O)C/C=C\[C@H]1C)O2,0,0,7,7,0,0,0,2,0,2,2,0,0,0,0,0,0,0,6,11,0,0,24,0,7,0,0,0,0,1,8,0,0,0,0,7,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11602,CO[C@@H]1COC(=O)[C@@H](C)NC(=O)C/C=C\[C@H](C)[C@@H](OC)COC(=O)C/C=C\[C@@H]1C,0,0,6,6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,5,9,0,0,21,0,5,0,0,0,0,1,7,0,0,0,0,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11603,CO[C@@H]1COC(=O)CCC[C@H](C)[C@@H](OC)COC(=O)C/C=C\[C@H]1C,0,0,4,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,6,0,0,18,0,4,0,0,0,0,0,6,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11604,CO[C@@H]1COC(=O)[C@H](C)NC(=O)C/C=C\[C@@H](OC)[C@H](C)COC(=O)CCC[C@H]1C,0,0,6,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,7,0,0,21,0,5,0,0,0,0,1,7,0,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11605,CO[C@@H]1COC(=O)[C@H]2CCCN2C(=O)C/C=C\[C@H](C)[C@@H](OC)COC(=O)CCC[C@H]1C,0,0,5,5,0,0,0,1,0,2,2,0,0,0,0,0,0,0,4,7,0,0,23,0,5,0,0,0,0,1,7,0,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11606,CO[C@H]1COC(=O)CCC[C@H](C)[C@@H](OC)COC(=O)C/C=C\[C@@H]1C,0,0,4,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,6,0,0,18,0,4,0,0,0,0,0,6,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11607,CO[C@@H]1COC(=O)C/C=C\[C@@H](C)[C@@H]2C=C[C@H](O)[C@@H](COC(=O)CCC[C@H]1C)O2,0,0,5,5,0,0,0,1,0,2,2,0,0,0,0,0,0,0,4,10,0,0,21,0,6,0,0,0,0,0,7,0,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11608,CO[C@H]1COC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](C)COC(=O)CCC[C@@H]1C,0,0,5,5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,7,0,0,16,0,4,0,0,0,0,1,6,0,0,0,0,4,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11609,CO[C@@H]1COC(=O)C/C=C\[C@H](C)[C@@H](OC)COC(=O)CCC[C@@H]1C,0,0,4,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,7,0,0,18,0,4,0,0,0,0,0,6,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11610,CO[C@@H]1COC(=O)[C@@H](OCc2ccccc2)/C=C\[C@H](C)[C@@H](OC)COC(=O)[C@@H](CCSC)NC(=O)C/C=C\[C@H]1C,0,0,7,7,0,0,0,2,0,2,2,0,0,0,0,0,0,0,5,10,0,0,24,0,6,0,0,0,0,1,8,0,1,0,0,6,2,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11611,CO[C@@H]1COC(=O)[C@H]2CCCN2C(=O)[C@@H](C)COC(=O)C/C=C\[C@H]1C,0,0,4,4,0,0,0,1,0,2,2,0,0,0,0,0,0,0,4,6,0,0,18,0,4,0,0,0,0,1,6,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11612,C[C@H]1COC(=O)C/C=C\[C@@H](C)COC(=O)[C@H]2CCCN2C1=O,0,0,3,3,0,0,0,1,0,2,2,0,0,0,0,0,0,0,4,4,0,0,16,0,3,0,0,0,0,1,5,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11613,C[C@H]1/C=C\CC(=O)OC[C@H](C)C(=O)N2CCC[C@@H]2C(=O)OC1,0,0,4,4,0,0,0,1,0,2,2,0,0,0,0,0,0,0,4,4,0,0,16,0,3,0,0,0,0,1,5,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11614,CO[C@H]1COC(=O)[C@H]2CCCN2C(=O)[C@@H](C)COC(=O)C/C=C\[C@@H]1C,0,0,4,4,0,0,0,1,0,2,2,0,0,0,0,0,0,0,4,6,0,0,18,0,4,0,0,0,0,1,6,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11615,C[C@H]1COC(=O)[C@H]2CCCN2C(=O)[C@@H](C)COC(=O)[C@H](Cc2ccccc2)NC1=O,0,0,5,5,0,0,0,0,0,2,4,0,0,0,0,0,0,0,4,5,0,0,16,0,4,0,0,0,0,2,6,0,0,0,0,4,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11616,CO[C@@H]1COC(=O)[C@H]2CCCN2C(=O)[C@@H](C)COC(=O)[C@H](COCc2ccccc2)NC(=O)C/C=C\[C@H]1C,0,0,6,6,0,0,0,1,0,2,4,0,0,0,0,0,0,0,5,7,0,0,22,0,5,0,0,0,0,2,8,0,0,0,0,5,1,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11617,C[C@H]1COC(=O)C/C=C\[C@@H](C)COC(=O)[C@H](C)NC1=O,0,0,4,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,4,0,0,14,0,3,0,0,0,0,1,5,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11618,CO[C@H]1COC(=O)[C@H](C)NC(=O)[C@@H](C)COC(=O)C/C=C\[C@@H]1C,0,0,5,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,6,0,0,16,0,4,0,0,0,0,1,6,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11619,CO[C@@H]1COC(=O)[C@H]2CCCN2C(=O)[C@@H](C)COC(=O)CCC[C@H]1C,0,0,4,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,6,0,0,18,0,4,0,0,0,0,1,6,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11620,CO[C@@H]1COC(=O)[C@@H](C)NC(=O)C/C=C\[C@H](C)[C@@H](OC)COC(=O)CCC[C@H]1C,0,0,6,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,8,0,0,21,0,5,0,0,0,0,1,7,0,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11621,CO[C@@H]1COC(=O)CCC[C@@H](C)[C@H](OC)COC(=O)[C@H](Cc2ccccc2)NC(=O)C/C=C\[C@H]1C,0,0,6,6,0,0,0,1,0,2,2,0,0,0,0,0,0,0,4,7,0,0,21,0,5,0,0,0,0,1,7,0,0,0,0,5,1,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11622,CO[C@@H]1COC(=O)[C@H](C)NC(=O)[C@@H](C)COC(=O)[C@H](C)NC(=O)C/C=C\[C@H]1C,0,0,7,7,0,0,0,1,0,2,0,0,0,0,0,0,0,0,5,7,0,0,19,0,5,0,0,0,0,2,7,0,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11623,CO[C@@H]1COC(=O)[C@H](C)NC(=O)[C@@H](C)COC(=O)CCC[C@H]1C,0,0,5,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,6,0,0,16,0,4,0,0,0,0,1,6,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11624,CO[C@@H]1COC(=O)[C@@H](CCSC)NC(=O)C/C=C\[C@@H](C)COC(=O)CCC[C@H]1C,0,0,5,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,7,0,0,21,0,4,0,0,0,0,1,6,0,1,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11625,CO[C@@H]1COC(=O)CCC[C@@H](C)[C@H](OC)COC(=O)CCC[C@H]1C,0,0,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,6,0,0,18,0,4,0,0,0,0,0,6,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11626,Cc1ccc(S(=O)(=O)N[C@H]2COC(=O)C/C=C\[C@H](C)[C@@H](NS(=O)(=O)c3ccc(C)cc3)COC(=O)C/C=C\[C@@H]2C)cc1,0,0,10,10,0,0,0,2,0,2,2,2,0,0,0,0,0,0,8,6,0,0,18,0,4,0,0,0,0,2,8,0,2,0,0,4,2,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0
11627,COC(=O)C/C=C\[C@@H](C)[C@@H](CO)NS(=O)(=O)c1ccc(C)cc1,0,0,6,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,4,0,0,10,0,2,0,0,0,0,1,5,0,1,0,0,2,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11628,COC(=O)[C@H](C)NC(=O)C/C=C\[C@@H](C)[C@@H](CO)OC,0,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,13,0,3,0,0,0,0,1,5,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11629,COC(=O)[C@H](C)NC(=O)C/C=C\[C@@H](C)CO,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,0,2,0,0,0,0,1,4,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11630,COC(=O)C/C=C\[C@@H](C)[C@H]1C=C[C@H](O)[C@@H](CO)O1,0,0,4,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,6,0,0,13,0,4,0,0,0,0,0,5,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11631,COC(=O)C/C=C\[C@@H](C)[C@@H]1C=C[C@H](OC(C)=O)[C@H](COC(C)=O)O1,0,0,6,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,5,6,0,0,17,0,4,0,0,0,0,0,7,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11632,COC(=O)C/C=C\[C@H](C)[C@H](CO)NS(=O)(=O)c1ccc(C)cc1,0,0,6,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,2,0,0,10,0,2,0,0,0,0,1,5,0,1,0,0,2,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11633,COC(=O)[C@H](CCSC)NC(=O)C/C=C\[C@@H](C)[C@@H](CO)OC,0,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,15,0,3,0,0,0,0,1,5,0,1,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11634,COC(=O)[C@@H]1CCCN1C(=O)[C@@H](C)CO,0,0,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,4,0,0,10,0,2,0,0,0,0,1,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11635,COC(=O)[C@H](C)NC(=O)[C@@H](C)CO,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,8,0,2,0,0,0,0,1,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11636,COC(=O)[C@H](C)NC(=O)C/C=C\[C@@H](C)[C@H]1C=C[C@H](O)[C@@H](CO)O1,0,0,6,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,7,0,0,16,0,5,0,0,0,0,1,6,0,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11637,C=CC(=O)N1C(=O)c2ccccc2S1(=O)=O,0,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11638,COc1ccc(O[C@H]2C=C[C@@H](c3ccccc3)O[C@H]2COC(=O)NCc2cccc3ccccc23)cc1,0,0,3,3,0,0,0,0,0,2,4,4,0,0,0,0,0,0,2,4,0,0,9,0,3,0,0,0,0,1,5,0,0,0,0,3,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,1
11639,CCCNC(=O)OC[C@@H]1O[C@H](c2ccccc2)C=C[C@@H]1Oc1ccc(OC)cc1,0,0,3,3,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,5,0,0,11,0,3,0,0,0,0,1,5,0,0,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0
11640,COc1ccc(O[C@H]2C=C[C@@H](c3ccccc3)O[C@H]2COC(=O)N2CCCCC2)cc1,0,0,3,3,0,0,0,0,0,2,4,2,0,0,0,0,0,0,2,4,0,0,13,0,3,0,0,0,0,1,5,0,0,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,1
11641,COc1ccc(O[C@H]2C=C[C@@H](c3ccccc3)O[C@H]2CO/N=C(/C)CCC(=O)OC[C@@H]2O[C@H](c3ccccc3)C=C[C@@H]2Oc2ccc(OC)cc2)cc1,0,0,6,6,0,0,0,2,0,2,6,4,0,0,0,0,0,0,4,9,0,0,19,0,6,0,0,0,0,1,9,0,0,0,0,6,0,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0
11642,COc1ccc(O[C@H]2C=C[C@@H](c3ccccc3)O[C@H]2COC(=O)CC/C(C)=N/OCC[C@@H]2C=C[C@H](OC(C)=O)[C@H](COC(C)=O)O2)cc1,0,0,8,8,0,0,0,2,0,2,4,2,0,0,0,0,0,0,6,8,0,0,24,0,6,0,0,0,0,1,11,0,0,0,0,6,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,1
11643,COc1ccc(O[C@H]2C=C[C@@H](c3ccccc3)O[C@H]2COC(=O)CC/C(C)=N\O[C@@H](C)CN2CCCCc3nc(C)c(C)cc32)cc1,0,0,7,7,0,0,0,1,0,2,4,4,0,0,0,0,0,0,3,6,0,0,21,0,4,0,0,0,0,2,6,0,0,0,0,4,1,4,0,0,17,0,0,0,0,1,0,0,0,0,0,0
11644,COc1ccc(O[C@H]2C=C[C@@H](c3ccccc3)O[C@H]2COC(=O)CC/C(C)=N\OC[C@@H](O)[C@H]2O[C@H]3OC(C)(C)O[C@H]3[C@@H]2O)cc1,0,0,7,7,0,0,0,1,0,2,4,4,0,0,0,0,0,0,3,11,0,0,21,0,8,0,0,0,0,1,11,0,0,0,0,8,1,8,0,0,12,0,0,0,0,0,0,0,0,0,0,1
